ID,Primary Thematic,Secondary Thematic,Platform,Content Family,Content Types,Owner Team,Author Team,Contact Team,Content Name (EN),Content Name (FR),Content Version,Default Language,Other Languages,Status,Creation Date,Published Date,Last Update Date,Next Review Date,Content Description,Activities,Audience,Data Classification,Periodicity,Key Words,Comms GPT?,Pre-Archiving?,Content Published Link,Content - Event Name,Content - Persons,Content - Geo,Content - BNPP Entities,Content - Times,Content - Cause,Content - Consequence,Content - Thematics
MED_049,Innovation,Finance,Teams,Product Launch,Campaign,Employee Engagement,Strategy,HR,AML Awareness Series — S2,Série Sensibilisation LCB-FT — S2,4.0,French,,Archived,2021-10-05,2023-09-15,2025-03-23,2025-06-14,This media content covers innovation for partners. It provides engaging storytelling and brand alignment across digital channels.,Communication,Public;Executive Committee;Managers,Internal,Monthly,communication;social;digital,No,No,https://youtube.bnpparibas.com/049,Townhall,CDO;CEO,Middle East;Global,Cetelem;Hello bank!,Long-term,,,communication;brand;innovation
MED_050,Client Experience,Risk Management,Teams,Awareness Campaign,Infographic,Social Media,Data Office,Employee Engagement,Corporate Social Responsibility Report Video — S2,Vidéo Rapport Responsabilité Sociale des Entreprises — S2,4.1,French,,Active,2022-11-29,2025-03-18,2025-03-29,2026-07-03,This media content covers client experience for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Stakeholder Engagement,Clients;Executive Committee;Regulators,Public,Weekly,communication;media;brand;campaign;content,In Progress,No,,,,France;Middle East,BNP Paribas Cardif;BNP Paribas SA;BNP Paribas CIB,Short-term,Client Request,Brand Awareness,content;brand;awareness
MED_051,Data & AI,People & Culture,Corporate Website,Event Coverage,Video,Employee Engagement,Employee Engagement,Brand,ESG Social Media Campaign 2024 — S3,Campagne Réseaux Sociaux ESG 2024 — S3,3.1,French,English;Italian,Draft,2022-05-30,2023-10-01,2024-04-16,2025-06-01,This media content covers data & ai for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Communication;Digital Publishing,Executive Committee,Internal,Quarterly,brand;digital;engagement;social,No,No,,Digital Day,,Middle East;APAC,Nickel,,Regulatory Change,,brand;transformation;digital;campaign
MED_052,Operations,Innovation,Mass Mailing,Training Series,Podcast,Communication,Strategy,HR,Digital Transformation Intranet Series — S3,Série Intranet Transformation Digitale — S3,2.0,French,Italian;French,Under Review,2022-05-21,2024-06-18,2025-01-25,2026-07-22,This media content covers operations for all employees. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Communication,Clients;Public;Regulators,Restricted,Quarterly,campaign;brand,No,Yes,,Brand Event,,Americas,BNP Paribas CIB,Immediate,Market Evolution,Brand Awareness,media;transformation;engagement;innovation
MED_053,Client Experience,Risk Management;Finance,YouTube,Product Launch,Email,Marketing,Employee Engagement,HR,Compliance Awareness Podcast — S3,Podcast Sensibilisation Conformité — S3,3.0,English,English;French,Published,2021-10-24,2024-12-11,2024-12-20,2025-09-13,This media content covers client experience for board. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Partners,Internal,Weekly,communication;brand;campaign;engagement,N/A,No,https://youtube.bnpparibas.com/053,,,Middle East;Europe,BNP Paribas SA;Arval,,,,innovation;engagement
MED_054,Data & AI,Operations,Teams,Internal Campaign,Interactive Content,HR,Social Media,IT Operations,Annual Results Video Campaign — S3,Campagne Vidéo Résultats Annuels — S3,1.0,French,French,Archived,2021-02-18,2023-05-03,2024-07-21,2026-06-23,This media content covers data & ai for board. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Content Production,Board;Partners,Internal,Quarterly,innovation;transformation;communication;ESG;engagement,N/A,Yes,,ESG Summit,CMO,Middle East;Global,BNP Paribas CIB;Hello bank!,Short-term,Market Evolution,Compliance,innovation;digital;ESG;brand
MED_055,Compliance,Data & AI;Digital Transformation,Corporate Website;Mass Mailing,Brand Content,Article,Communication,Communication,HR,HR Onboarding Webinar Series — S3,Série Webinaires Onboarding RH — S3,3.2,French,German;English,Published,2023-04-16,2025-03-11,2024-06-05,2026-02-19,This media content covers compliance for public. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Managers,Internal,Weekly,ESG;innovation,No,Yes,,Brand Event,,Global;France,BNP Paribas Cardif;Cetelem,Short-term,Client Request,,ESG;media;engagement;innovation
MED_056,Compliance,Digital Transformation,Mass Mailing;Podcast Platform,Brand Content,Campaign,Press & Media,Employee Engagement,HR,Innovation Lab Showcase — S3,Showcase Lab Innovation — S3,2.1,English,German;Spanish,Published,2022-03-27,2023-11-14,2025-01-20,2026-10-24,This media content covers compliance for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Communication;Campaign Management,Executive Committee,Public,Ad hoc,content;engagement;campaign,N/A,No,https://sharepoint.bnpparibas.com/media/056,ESG Summit,,Americas;LATAM,Hello bank!;BNP Paribas SA;Cetelem,,,Compliance,communication;content
MED_057,Compliance,Operations,Corporate Website;Intranet;Podcast Platform,Event Coverage,Interactive Content,IT Operations,HR,Data Office,Sustainability Infographic Pack — S3,Pack Infographies Développement Durable — S3,4.0,French,,Active,2022-10-20,2024-10-01,2024-01-06,2025-07-17,This media content covers compliance for partners. It provides engaging storytelling and brand alignment across digital channels.,Communication;Campaign Management,All Employees;Clients,Internal,Quarterly,brand;media;social;digital,N/A,No,,Digital Day,,APAC,BNP Paribas SA,,Client Request,Brand Awareness,content;digital;innovation
MED_058,Client Experience,Data & AI,Intranet,Product Launch,Interactive Content,Social Media,Strategy,HR,Brand Guidelines Video — S3,Vidéo Charte de la Marque — S3,4.0,French,Italian;German,Active,2023-05-04,2024-08-28,2024-02-24,2026-07-12,This media content covers client experience for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing;Content Production,Executive Committee;All Employees,Restricted,Ad hoc,ESG;innovation,N/A,No,https://sharepoint.bnpparibas.com/media/058,Brand Event,CDO;Head of Comms,Europe;LATAM,BNP Paribas CIB,Long-term,Strategic Decision,,digital;brand;communication
MED_059,Operations,ESG;Compliance,Corporate Website,Event Coverage,Webinar,Press & Media,HR,Employee Engagement,Client Experience Story Series — S3,Série Story Expérience Client — S3,1.1,French,German,Approved,2023-06-30,2023-04-13,2025-01-19,2026-08-20,This media content covers operations for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Communication,Managers;All Employees,Internal,Monthly,social;ESG;innovation,N/A,No,,ESG Summit,,France;Europe,Nickel;Hello bank!;BNP Paribas CIB,Long-term,Client Request,Client Acquisition,innovation;ESG;engagement;communication
MED_060,ESG,Digital Transformation,Social Media;Intranet;Podcast Platform,Event Coverage,Infographic,Social Media,IT Operations,Communication,Data & AI Awareness Campaign — S3,Campagne Sensibilisation Data & IA — S3,1.1,English,German,Published,2021-05-10,2023-08-30,2024-09-11,2026-08-13,This media content covers esg for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Digital Publishing;Brand Management,Partners,Confidential,Weekly,communication;content;engagement,Yes,No,,Digital Day,CMO;CEO,France,BNP Paribas SA,Medium-term,,Brand Awareness,content;engagement;awareness;communication
MED_061,People & Culture,Client Experience;Compliance,Teams;Corporate Website;Social Media,Awareness Campaign,Video,HR,Social Media,Press & Media,Townhall Live Stream 2024 — S3,Live Stream Townhall 2024 — S3,3.1,English,German,Under Review,2022-12-18,2023-05-18,2024-05-08,2025-08-31,This media content covers people & culture for clients. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Campaign Management;Communication,Partners,Restricted,Ad hoc,media;digital;campaign,In Progress,Yes,https://intranet.bnpparibas.com/media/061,Product Launch,,LATAM;Middle East,BNP Paribas Cardif,,Market Evolution,Cost Reduction,communication;media;awareness
MED_062,People & Culture,Finance;Data & AI,Teams;Intranet,Product Launch,Article,Press & Media,Communication,Marketing,Green Finance Email Campaign — S3,Campagne Email Finance Verte — S3,4.2,English,,Published,2023-03-20,2024-07-16,2025-02-23,2026-02-05,This media content covers people & culture for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Campaign Management,Public;All Employees;Partners,Confidential,Weekly,transformation;brand,In Progress,Yes,,Townhall,CEO,Global;Americas,BNP Paribas Cardif;Nickel;Arval,Long-term,Strategic Decision,Brand Awareness,brand;content;ESG;campaign
MED_063,Digital Transformation,People & Culture,Social Media,External Campaign,Live Stream,Strategy,Data Office,Data Office,People & Culture Podcast — S3,Podcast Personnes & Culture — S3,3.1,English,Spanish;German,Published,2022-06-18,2025-03-06,2024-04-06,2026-03-08,This media content covers digital transformation for all employees. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management;Stakeholder Engagement,Partners,Public,Ad hoc,transformation;media,N/A,Yes,,Townhall,CIO,Global;LATAM,BNP Paribas Cardif;BNP Paribas SA;Arval,Short-term,,Client Acquisition,engagement;transformation;communication;innovation
MED_064,ESG,Client Experience,Intranet;Podcast Platform;Corporate Website,External Campaign,Story,Brand,Marketing,Employee Engagement,Cybersecurity Awareness Month — S3,Mois Sensibilisation Cybersécurité — S3,1.0,French,Italian,Under Review,2021-06-08,2023-01-03,2025-04-13,2025-12-24,This media content covers esg for partners. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Partners;All Employees,Confidential,Weekly,transformation;ESG;awareness;media,In Progress,Yes,https://sharepoint.bnpparibas.com/media/064,ESG Summit,,Europe;Middle East,BNP Paribas SA;Cetelem;BNP Paribas CIB,Short-term,Strategic Decision,Cost Reduction,brand;digital;media
MED_065,Innovation,Digital Transformation,Mass Mailing;Podcast Platform,External Campaign,Video,Press & Media,HR,Employee Engagement,EXCO Strategy Presentation Video — S3,Vidéo Présentation COMEX Stratégie — S3,4.0,English,,Under Review,2023-01-23,2023-11-23,2025-02-28,2026-03-18,This media content covers innovation for all employees. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Brand Management,Clients;Regulators;All Employees,Internal,One-time,transformation;media;awareness,No,No,https://intranet.bnpparibas.com/media/065,Digital Day,CIO;CEO;Head of Comms,Global;APAC,BNP Paribas Cardif;Hello bank!;BNP Paribas SA,Immediate,,Compliance,digital;campaign
MED_066,Compliance,Client Experience;Innovation,Podcast Platform;Corporate Website;YouTube,Awareness Campaign,Podcast,HR,IT Operations,Data Office,Diversity & Inclusion Campaign — S3,Campagne Diversité & Inclusion — S3,4.1,French,French;German;English,Draft,2022-12-21,2023-11-24,2025-02-23,2026-10-10,This media content covers compliance for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Communication,All Employees;Board;Partners,Internal,One-time,social;brand;engagement,No,No,,Product Launch,Head of Comms,Americas,Hello bank!;BNP Paribas Cardif,,Regulatory Change,Client Acquisition,brand;communication
MED_067,Compliance,Operations,SharePoint,Training Series,Email,Press & Media,Social Media,Communication,FinTech Innovation Series — S3,Série Innovation Fintech — S3,3.2,French,English,Approved,2022-10-26,2023-01-28,2024-09-27,2026-05-15,This media content covers compliance for public. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Campaign Management;Communication,Public,Internal,Monthly,social;content;campaign;awareness,In Progress,No,,Product Launch,,APAC,Hello bank!,Short-term,Client Request,Compliance,brand;media;engagement
MED_068,People & Culture,Digital Transformation;Risk Management,Mass Mailing,Event Coverage,Live Stream,IT Operations,IT Operations,Brand,Risk Management Webinar — S3,Webinaire Gestion des Risques — S3,3.0,English,,Draft,2021-07-15,2024-05-01,2025-04-30,2026-08-09,This media content covers people & culture for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Brand Management;Stakeholder Engagement,Board,Confidential,Monthly,media;awareness;digital;social;content,Yes,Yes,,ESG Summit,,Middle East,Nickel;Hello bank!;BNP Paribas SA,Medium-term,Strategic Decision,Compliance,brand;awareness;ESG;communication
MED_069,ESG,Data & AI,Social Media;Corporate Website;YouTube,Product Launch,Interactive Content,Strategy,Marketing,Marketing,Internal Brand Refresh Campaign — S3,Campagne Rafraîchissement Marque Interne — S3,2.2,French,English,Approved,2021-12-07,2024-08-20,2024-09-19,2025-12-18,This media content covers esg for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Clients;All Employees;Public,Confidential,One-time,ESG;transformation,Yes,Yes,https://sharepoint.bnpparibas.com/media/069,,,LATAM;Europe,Hello bank!,Medium-term,Strategic Decision,Client Acquisition,engagement;content;communication
